Track Name,Artist Name(s),Album Name,Album Release Date,Explicit,
Teargas,Katatonia,Introducing Katatonia,4/22/2013,FALSE,"Why have you put so many things into my eyes
That I can't see clear
Who's paid you for telling me what I'm worth
And run in fear
It has been for me a strain to see already
What have you done
The rising noise
The sharpened smells
The deadened sight
What is it in my eyes
A piece of broken glass
Is this the time I should be on my knees for you
Is this your way of telling
Another has been found
Now I know, it's teargas in my eyes
What is it in my eyes
A piece of broken glass
Is this the time I should be on my knees for you
Is this your way of telling
Another has been found
Now I know, it's teargas in my eyes
What is it in my eyes
A piece of broken glass
Is this the time I should be on my knees for you
Is this your way of telling
Another has been found
Now I know, it's teargas in my eyes"
Illicitus,Cradle Of Filth,The Manticore and Other Horrors - Extended Claws,5/21/2013,FALSE,"Forlornucopial the wealth of misery
And favoured haunts of sorrow hold no lure
Deep swathes of gloom
that once cocooned me in dark livery
Now clothed me in suits ill-borrowed from the pure

Alas it's true
The beast you knew
Found breath anew
In the heartstrings of love's assassin

She was a huntress
And an alabaster bride
A Venus not averse to taking sides

And in all my centuries
Bar Carmilla in cerise
Never had I fallen save for foolish pride

As we walked, our affrighted lanterns
Fed the lengthy shadows with their tallow lullabies
The fragrant night air chilled by sighted phantoms
Clouds drew cobweb threads across a sallow moonrise

Illicitus

So capricious

Superstitious to the point of philistine
The glue of secrecy grew paper thin
Her beauty so delicious
In the realm of the divine
The cross about her throat gave up to sin

In expectation
Her lips to find
The crates were blazing in my stone cold cellars

That traitor love
Once its spell ran headlong through my veins

Now I felt it roar again
Like an urge for murder
...Her kiss
The paradigm of bliss
Hot whispers on the wind
In swanlike curves I graced salvation

Amidst both world I promised her
Eternity would be beautiful

Yet on the cusp
I still not truly dared

Her eyes plied hard a burning will
Beseeching on her knees
Like Salome unfulfilled

I hung between two thieves
Guilt and spilt desire
Until that flame became a fire
All consuming

With strength renewed
I turned again
Death all lit up by my perfect victim

And she grew
The scourge of men
They hissed her name in perverted dictum

Now we walk, our cavorting auras
Feed the lengthy shadows with their sullen lullabies
The fragrant night air filled with haunting chorus
Clouds draw cobweb threads across a bloodied moonrise

Illicitus

Illicit
Us"
Endings and Continuations,Dimmu Borgir,Metal Hymns Vol. 10,6/11/2013,FALSE,"Ages of the past
Abrahadabra!
Forever to last
Ages of the past
Abrahadabra!
Forever to last
Enter the supreme unknown
From within the chambers
Comes expansion of thy own free will
From the outer rooms
Comes extensions of thy own free will
From within the chambers
Comes expansion of thy own free will
From the outer rooms
Comes extensions of thy own free will
Through the confines of tomorrow
We reappear still
Timeless and elemental
From the ancient future
Comes the seamless and the endless
Ages of the past
Energies eternal
Forever to last
Seeing, evolving
Willing, achieving
Beyond the next worlds
Seeing, evolving
Willing, achieving
Beyond the next worlds
Flee the cage of insecurity
Enter the supreme unknown
Expand the inner and outer horizon
For it is as obvious as it's shown
As it's shown
As it's shown
From the ancient future
Comes the seamless and the endless
Ages of the past
Energies eternal
Forever to last
Seeing, evolving
Willing, achieving
Beyond the next worlds"
Earth On Hell,Anthrax,Worship Music - Special Edition,3/22/2013,TRUE,"The kids have gone wild in the streets
I'm backing the havoc they wreak
It's time for the fall, so say we all
Starter of anything, ender of everything
Coming to kick you to sleep
The damage inflicted is gonna be deep
Cheering for your own demise
Starting tonight, people will die
Time bomb, ticking away, ticking away
Scare the hell out of you
This earth is on hell, earth is on hell
Welcome to your earth on hell
The worse that it gets, the better it sells
It's time for the fall, so say we all
Starter of anything, ender of everything
You made this sick hell on earth
Spitting your poison infected at birth
Taking the streets occupied
Starting tonight, people will die
Time bomb, ticking away, ticking away
Scare the hell out of you
This earth is on hell, earth is on hell
Oh, I'm getting out of line
It's like I lost my mind
Earth is now on hell
Oh, I'm getting out of line
I fucking lost my mind
Earth is now on hell!
The kids have gone wild in the streets
No longer the stepchild you beat
They're taking it hard, kill the old guard
Starter of anything, ender of everything
Coming to kick you to sleep
It's reap what you sow, not sow what you reap
Cheering for your own demise
Starting tonight, people will die
Time bomb, ticking away, ticking away
Scare the hell out of you
This earth is on hell, earth is on hell"
Rock 'n' Roll Children / Long Live Rock 'n' Roll / Man On the Silver Mountain,Dio,Finding the Sacred Heart - Live in Philly 1986,5/24/2013,FALSE,"It was starting to rain
On the night that they first decided
It was blinding with snow
On the night that they ran away
They were found in the dark
But they never returned
Just like somebody slammed the door, bang
She was meant to be wild
He was nearly a child
But they only could feel each other
They were paper and fire
Angel and liar, the devil of one another
Then they were thrown to the ground
With a terrible sound
Just like somebody broke a heart
Rock 'n' Roll Children
Alone again
Rock 'n' Roll Children
Without a friend
But they got Rock 'n' Roll
Yeahhhhhhhh!!!!
It was starting to rain
On the night that they cried forever
Oh, it was blinding with snow
On the night that they screamed goodbye
They were lost in the dark
And they never returned
Just like somebody slammed the door
On Rock 'n' Roll Children
Alone again
Rock 'n' Roll Children
Without a friend
For Rock 'n' Roll Children
Caught up in the spinning wheel
For Rock 'n' Roll Children
Alone again
It was starting to rain
On the night that they ran
It was blinding with snow
On the night we let them go
For Rock 'n' Roll Children
Oh, children
Rock 'n' Roll Children
Children of the night
For Rock 'n' Roll Children
For children lost, poor souls
Rock 'n' Roll Children
Oh oh oh
For Rock 'n' Roll Children
Rock 'n' Roll
For Rock 'n' Roll Children"
Metal Punk,Venom,The Best of Venom,11/11/2012,FALSE,"Metal Punk is rising wild
Antenae scouts the way
Ready for the danger
In the game he has to play
Nowhere to hide
Nowhere to live
Nowhere to run
Metal Punk
No time to die
Metal Punk - Feel it
Metal Punk - c'mon
Metal Punk
Metal Punk - Take it
Metal Punk dilates the cries
A message all is well
The changes take their place
Amongst the sentinel
Nowhere to run
Metal Punk
Nowhere to hide
Nowhere to live
No time to die
Metal Punk - Feel it
Metal Punk
Metal Punk - c'mon
Metal Punk - Take it
Metal Punk animalize
Metal Punk
Metal Punk watch his eyes
Metal make a punk of me
For satanic majesty
Savage mind
Damage child
Metal PunkBoiling high"
Obsessed,Sepultura,The Mediator Between Head and Hands Must Be the Heart,10/25/2013,FALSE,"I can't stop this fear that's killing
No denying, hope is dying
Living in Hell!
Fear that's killing, no denying, hope is dying
Living in Hell!
Want that, need that, I must have that
Hunger endless, restless spirit

Once you taste the pain of sorrow
No tomorrow, doom upon us
Living in Hell!
Once you live it, no forgiveness, rotting sickness
Living in Hell!
Sleepless nights, inviting terror
Impending doom of death and horror
First it starts in the brain
Heavy thoughts that haunt me everyday
A mental trip of helplessness
I can't help but believe I was born obsessed

Obsessed, obsessed
Obsessed, obsessed

Fear that's killing, no denying, hope is dying
Living in Hell!
Fear that's killing, no denying, hope is dying
Living in Hell!
There's no future but an end
Hopeless pounding is always deep inside my head
Unwilling to change, it's just insane
Lost in the dark I fall paralysed

Obsessed, obsessed
Obsessed, obsessed

It sneaks its way to haunt reality
All seems hopeless over valued ideas
Unwilling to change
Drifting further into the eternal darkness"
Jailbreak,Anthrax,Anthems,3/22/2013,FALSE,"Tonight there's gonna be a jailbreak
Somewhere in this town
See me and the boys we don't like it
So were getting up and going down
Hiding low looking right to left
If you see us coming I think it's best
To move away do you hear what I say
From under my breath
Tonight there's gonna be a jailbreak
Somewhere in the town
Tonight there's gonna be a jailbreak
So don't you be around
Don't you be around
Tonight there's gonna be trouble
Some of us won't survive
See the boys and me mean business
Bustin' out dead or alive
I can hear the hound dogs on my trail
All hell breaks loose, alarm and sirens wail
Like the game if you lose
Go to jail
Tonight there's gonna be a jailbreak
Somewhere in the town
Tonight there's gonna be a jailbreak
So don't you be around
Tonight there's gonna trouble
I'm gonna find myself in
Tonight there's gonna be a jailbreak
So woman stay with a friend
You know it's safer
Breakout!
Tonight there's gonna be a breakout
Into the city zones
Don't you dare to try and stop us
No one could for long
Searchlight on my trail
Tonight's the night all systems fail
Hey you good lookin' female
Come here!
Tonight there's gonna be a jailbreak
Somewhere in the town
Tonight there's gonna be a jailbreak
So don't you be around
Tonight there's gonna be trouble
I'm gonna find myself in
Tonight there's gonna be trouble
So woman stay with a friend"
Eat Your Words,Anvil,Hope In Hell,5/24/2013,FALSE,"Opinions are like assholes everybody's got one... got one
Consuming crow don't speak before you know
Eat, eat your words
Shoot yourself in the foot when all's been said and done... said and done
Burning fire go retire
Eat, eat your words. Eat, eat your words
Prove you wrong you must stay strong
Swallow the poison and put you to shame... put you to shame
Devour crow don't speak before you know
Eat, eat your words
When you fail you have yourself to blame... self to blame
Blind choice silent voice
Eat, eat your words. Eat, eat your words"
Alan's on Fire,Machine Head,Machine Fucking Head Live (Special Edition),11/13/2012,FALSE,"Go!
All my life I have been used by you
Time has come our game of love is through
Since I was born I've lived in the cold I've lived in the dark
Now I want heat now I want light igniting spark
I'm not a martyr but I am truth and you are a liar
But now my life of constant sadness goes up in the fire
I will
Be heard
And I will
Be heard
Step on me I'm here for you to see
I hope you choke as I go up in flames
I told you my problems but you never heard a word
This is the moment for once in my life I will be heard
I know there must be a better way but I don't know how
You've lied to me and you've ignored me but you won't now
I will
Be heard
And I will
Be Heard
All my life I have been used by you
Time has come our game of love is through
A burning passion from a burning mass reaches up for the sky
I've called you here my devoted family turn to watch me die
I'm not a martyr but I am truth and you are a liar
So now my life of constant sadness goes up in the fire
Yeah! One, two, three, four"
Through the Collonades,Entombed,Clandestine (Full Dynamic Range Edition),1991,FALSE,"The awakening of the gods
The rising of the souls
Here I lie tied to my bed
Awaiting the coming of ghouls

I close my eyes as if to die
Entering again
The labyrinths of deep within
Beyond where conscious ends

Hellish terrors risen
In the mountains of unknown
Below the skies of I
Sleeps a ruler in his throne
Beneath the collonades of fear
Deep below his halls
In the endless realms of I
Inside the entombed vaults

The insane watching eye
Staring through my bones
Shreds the soul out of my skin
And leaves me naked and alone

(Leads: Cederlund, Hellid)

Although my dreams have ended
As I wished in weakened thought
Beyond me night is total
And through the collonades I walk"
Out of Hand,Entombed,Wolverine Blues (Full Dynamic Range Edition),10/4/1993,FALSE,"Fools gather round to watch me bleed
But there are things you'll never see
To protect and serve one nation under god
A nation in which no-one's free

Their flesh begins to rot
What's left of what they've got
A boring life is getting old
Mischief won't turn to gold

By going back to burning books
Ripping apart things that doesn't fit
One times one equals nine
Your make believe reality is full of shit

Jesus Christ
Lord of flies
In disguise
Fuck!

It's fucked to hear one idiot's words
But worse to see others believe it
Fucked up minds in fucked up times
It's up to you to foresee it

Jesus Christ
Lord of flies
In disguise
It's all built upon lies
Out of hand
Is this a fucking joke
Out of mind
And it makes me fucking choke
Fuck! "
Parasite,Anthrax,Aftershock - The Island Years 1985 - 1990,1/1/2013,FALSE,"She'll always be there trying to grab a hold
She thought she knew me, but she didn't know
That I was sad and wanted her to go
Parasite lady
Parasite eyes
Parasite lady
No need to cry
I didn't wanna have to get away
I told her things I didn't want to say
I need her and I hope she'll understand
Parasite lady
Parasite eyes
Parasite lady
No need to cry"
Ashes In Your Mouth - Remastered/2012,Megadeth,Countdown To Extinction (Deluxe Edition - Remastered),6/14/1992,FALSE,"People have round shoulders from bearing heavy loads
And the soldiers liberate them, laying mines along their roads
Sorrow paid for valor is too much to recall
Of the countless corpses piled up along the wailing wall

Melting down all metals, turning plows and shears to swords
Shun words of the Bible, we need implements of war
Chalklines and red puddles of those who have been slain
Destiny, that crooked schemer, says the dead shall rise again

Where do we go from here?
And should we really care?
The end is finally here
God have mercy!

Now we've rewritten history
The one thing we've found out
Sweet taste of vindication
It turns to ashes in your mouth

Where do we go from here?
And should we really care?
The end is finally here
God have mercy!

If you're fighting to live
It's okay to die
The answer to your question is:
""Welcome to tomorrow.""

Where do we go from here?
God have mercy!

Where do we go from here?
And should we really care?
The end is finally here
God have mercy!

Where do we go from here?
And should we really care?
The end is finally here
God have mercy!

Mercy, mercy, mercy, mercy "
Put Off the Scent,Entombed,Hollowman (Full Dynamic Range Edition),3/21/1993,FALSE,"Are you of the kind
Who use to leave yourself
Temporarely

Transform into someone else
Are you of the kind
Who's got a face on each side
A split personality
Whose only truth is lie

You might have been - where I've been
You might have seen - just what I've seen
But you didn't go where I went
You were just put off the scent
What would it take for you to realize
That you're following a fool
You think you're a part of something
But you are merely a tool

(Lead: Cederlund Lead: Hellid)
(Lead: Cederlund)

Are you of the kind
Who can say nothing in a million ways
Embellishment will never conquer
The beauty that the ugly truth
Portrays"
To Escape is to Die - remastered,Hypocrisy,Penetralia / Osculum Obscenum - Remastered + Bonus Version,7/12/2013,FALSE,"Sacrificed and bruised for eternal life
By the cross he will die
In the name of evil
Lucifer rules the world

You and me and the holy ghost
We destroy all the unholy souls

Your fate is fulfilled
You live your life once more
Why can't you dying?
You're standing here like before!
Take my hand, I show you what pleasure is!
Come with me to Satans dreamland
Welcome to my reich, where nothing's holy ground
I scheme your soul

To escape is to die!"
Supposed to Rot,Entombed,Left Hand Path (Full Dynamic Range Edition),1990,FALSE,"Stubborn old, worthless hag
Simply had nothing to give
I couldn't stand your eternal nag
You didn't deserve to live
So I went to the stove and took a pork knife
And stabbed it into your head
Buried you in the fruit cellar
I was glad 'cause I thought you were dead
But the maggots didn't feast on your body
You didn't get moldy as I thought
And still I can hear that nag in my head
You were supposed to rot
You're supposed to rot
Now she haunts me, day and night
A haunting I can't forget
The deed was a coldblooded homicide
A murder I regret
But still she's the same old hag
And still my life has turned the same
Isn't there anything to set me free from this wicked pain?
You were supposed to rot
Yeah"
Noncompliance to ASTM F 899-12 Standard,Carcass,Surgical Steel,9/17/2013,FALSE,"Numbing torturous troubadours
Of this melodious dirge
Ostentatious triumphalism
Impressarios of despair
Virtuosos of the visceral
Artisans of the morgue
Wretched morbid euphemisms
Orating grisly tongue
This is the way of all flesh that will decay
The cycle of death exhausted well and truly plagued
A vacuous malaise for which you studiously cater
The lowest common neonate denominator
Germinated spores are sown
Plagiarised as your own
But it's you we've outgrown
Stillborn at birth
Artistically moribund
Soulless ghosts of the underground
By the past you are bound
Stunted at birth
Dulled, blunted, low tensile dearth metal
Melodists of soullessness
Harmonisers of the converse
In heartless exuberance
Impotent vain facile notations
Purveyors of rottenness
Deadpan putrescent prose
A musical spent blunt force trauma
The butcher's cur attenuated
This is the way of all flesh that will decay
The cycle of death exhausted well and truly played
A terminal malaise that you so feverishly savour
The lowest common puerile denominator
The fruits of perfection shown
Assimulated & decomposed
But it's you that's been outgrown
Stillborn at birth
Non hardened, brittle, untempered, dead
This is the way of all flesh that will decay
The cycle of death unbroken - stunted at birth
A vacuous malaise well and truly plagued
-the lowest common denominator
-stillborn at birth
Dulled, blunted, low tensile dearth metal
Artistically moribund
Soulless ghosts of the underground
By our own past we are bound
Stillborn at birth - D.O.A."
Regal,Emperor,Regal,11/6/2013,FALSE,"I am the Emperor of the Highway
I wield the Universal Will
One might chance to overlook on my Divineness
Unless I'm sitting in the Imperial Poupe de Ville
I am the Emperor of the Highway
Strapped with foolish mortals such as these
I need never indicate my intentions
I can stop and go and turn just as I please
For I am the Emperor of the Highway
Hold!
Methinks that thou hast driven too far
I am the Royal Prince of Foreign Sports Cars
Better that I should drive a wheelchair or jog
Than to be blown off by a Regal Road Hog
I am the Emperor of the Highway
(Where did you ever get that gas sucking pig of a car?)
This time my friend, you are outclassed
(Any real man would drive a stick shift)
For my uncle is the Duke of the State Police
(Cut me off again and I will punch your lights out)
And he will place his Royal Boot upon your Ass
(This is my exit, we shall meet another day)
Don't forget who's Emperor of the Highway
For I am the Emperor of the Highway!"
Go to Hell,Carcass,Swansong (Full Dynamic Range Edition),1996,FALSE,"Some people aren't cut out to be saints
And since I was born in original sin
Hedonism has a certain attraction
I think I’ll cut the crap, cut out the middle man

And go to hell
I’ve sold my soul, so when my body goes cold
I’ll go straight to hell
Go to hell
Won’t you be told?
I’ve sold my soul
Go straight to hell
Your paradise doesn't sound too fetching
It’s not only your souls which must be lost
""Hell is other people""
Yeah, too right, my hell is you

The sins of the flesh sound so appealing
So let me wallow in my guilt
Your hell will be my heaven
So let's turn up the heat, let eternity begin

And go to hell
I’ve sold my soul, so when my body goes cold
I’ll go straight to hell
C'mon
Let’s go to hell
Won’t you be told?
I’ve sold my soul
Go straight to hell

Let’s burn in the flames, yeah!"
My Misery,Machine Head,Machine Fucking Head Live (Special Edition),11/13/2012,FALSE,"You said when that day came
Strength is all I had
You said when that day would come
I’ll know the sound of fear
But now you ask for forgiveness
You ask for my respect
You beat upon me ’til I broke
Stripping, taking everything from me
Drain me of my power
Suck me of my strength
Strip me of my will to live
My soul you desecrate
An’ if it takes me dying
To make some history
Then on to you my suffering
Will ever, forever burn in misery
I was born to reign
Messiah of pain
I had earned the right
I’m the demon knight
Drain me of my power
Suck me of my strength
Strip me of my will to live
My soul you desecrate
An’ if it takes me dying
To make some history
Then on to you my suffering
Will ever, forever burn in misery"
Who Put This Together,Anthrax,Aftershock - The Island Years 1985 - 1990,1/1/2013,FALSE,
Dont Believe a Word,Carcass,Swansong (Full Dynamic Range Edition),1996,FALSE,"You should never take too literally what you read
Misinformation, distortion, make belief
Fabrications, half truths implied
Misquotations, out of context and lies

""I promise to tell the truth
The whole truth and nothing but...""

Lies - you believe them all
Lies - you swallow them whole
Lies, lies, half truths misinformation and...
Lies - you believe them all
Lies - you swallow them whole
Lies, lies, half truths misinformation and...
...lies
Fact and fantasy united as one
Real power stems from the barrel of a pen
Living memory can easily be erased
The pen is mightier than the sword
Yet with no blade

""I promise to tell the truth
The whole truth and nothing but...""

Lies - you believe them all
Lies - you swallow them whole
Lies, lies, half truths misinformation and...
Lies - you believe them all
Lies - you swallow them whole
Lies, lies, half truths misinformation and..."
A Voice in the Dark,Blind Guardian,The Need for Speed: The Best Speed Metal from Nuclear Blast,10/25/2013,FALSE,"A sense of denial
Come witness my trial
The crow has turned into a liar
I'll live, I may die
I've failed though I've tried
But finally I fly
It is the fool
Who puts faith in false saviors
The innocent understands
He's still falling
And furthermore
He's now aware
""Come spread your wings awake now""
The enemy within will soon appear
You're trapped in my mind
Ask for the key
Don't search for fine lines
There's no release
Though I can feel its presence
There's a sign to reveal
Then after all
I'm sure I'll keep on falling
They send a sign
When dead winter will come again
There from the ruins I will rise
Fear the voice in the dark
Be aware now
Believe in dark wings and dark words
The shadow returns
Fear the voice in the dark
Be aware now
Black shadows they hide and they wait
But they soon will return
It will never be the same
And nothing remains
I can't find a way
But I'm facing it
Oh, there will be no savior
I can foresee all the pain
They are about to creep in
""Curse me, hate me, hurt me, kill me""
Oh, they will rest no longer
""Paralyzed and frozen
Free your mind
You're broken
Paralyzed and frozen
Learn to roam
Don't look back""
On stunning fields of mayhem
I will find no relief
It's just a dream
I wish that I could tell you
The vision fades
There is no sanctuary
What will go up
Surely comes down
Fear the voice in the dark
Be aware now
Believe in dark wings and dark words
The shadow returns
Fear the voice in the dark
Be aware now
Black shadows they hide and they wait
But they soon will return
In vain
Still I don't understand
So talk to me again
Why do I fear these words?
What keeps holding me back?
I hear a voice
It comes from everywhere
""Now find a way
'Cause you're the key
Begin to understand""
The descending ends
Now I know I won't fly again
On through the mist, I'm facing ground
Fear the voice in the dark
Be aware now
Believe in dark wings and dark words
The shadow returns
Fear the voice in the dark
Be aware now
Black shadows they hide and they wait
But they soon will return"
A Congealed Clot of Blood,Carcass,Surgical Steel,9/16/2013,FALSE,"Come decapitate the fasiq you made with the praiseworthy's blade
Come eradicate the false imam slay in the great prophet's name
Heathenist hate dar al-harb you create for the holy prophet you maim
Death's coda
Bloody dystopia
Dajjal soldier of unholy warfare
For you will discover nothing true but eternal human bloodshed
For do true prophets come armed with sword and chariot?
A dark standard raised-juxtaposing dyad
The profit of rage-the jihadist black flag
A dark standard raised-juxtaposing dyad
The scimitar blade-black flag of jihad
You true infidel the prophet you betray
With the jihadist blade
Feudal infidel, savage, the mind enslaved
Come rise the herald of a new dark age
Death's coda
You're no gods warrior
Extant dystopia
For you will discover that nothing is true but infinite human conflict
For do true prophets come armed with sword?
Rasual al malahim
A dark standard raised-juxtaposing dyad
The profit of rage-the jihadist black flag
A dark standard raise-juxtaposing dyad
Relish a new dark age-black flag of jihad"
Hard Wired (Bonus Track),Anvil,Hope in Hell,5/28/2013,FALSE,"Light my fuse ready to fire
Flip the switch my heart's desire
What I know ready to go hard wired

Kick some ass turn on the heat
Rock and roll with a crazy beat
What I know ready to go
Bring it to the top and feel the flow
Hard wired hard wired
A cross circuit load hard wired
Hard wired set to explode

Doing what I love and what I crave
Do it til they put me in my grave
What I know ready to go hard wired

Light my fuse ready to fire
Flip the switch my heart's desire
What I know ready to go
Bring it to the top and feel the flow
Hard wired hard wired
A cross circuit load hard wired
Hard wired set to explode
Hard wired hard wired
A cross circuit load hard wired
Hard wired set to explode "
Walking by a Wire,Katatonia,Introducing Katatonia,4/22/2013,FALSE,"I could not breath against the wall
The clash of light against the floor
They held me up against the wall
Too young to be ignored
Standing by a building
Leaks out information
Passive death of freedom gets me
Where's my security
Behind my back it goes
Early morning's coming
The risk that I am taking
Recall a song that I heard as a child
No more false immunity
Inside the blistering cold
My youth unknown to me
I'm walking by a wire
What's left from me to breathe
Cold smell of fire
One day I will be free
I was born to be no one
My youth unknown to me
I walked behind the sun
Emptiness within me
Exit signs within me
The one you're looking for is not here
Had no security
He will not come back"
Nightmares of an Ether Drinker,Cradle Of Filth,The Manticore And Other Horrors,11/2/2012,FALSE,"Bursting with madness the moon shall derange
The ether caresses my veins
Cursing the feverous reign
I taste the change

Lips curl, my grip starts to harden
Maelstorms are loosing in the garden

Angels will whisper bane
Hidden meanings in the teaching of pain
time warps with their kiss bestowed again

Go go go tidal vertigo
Back is an arrogant front
Truth is a lie, suicidal eyes
Plummet From the summit of this pissed up...

Nightmare

Hellucinations, bare mountain night
Walpurgis is thirsting for souls
My coven is stolen
For blood still muds the knolls

Visions soar phantasmagorical
Collidescopic, whetting the oracle

Fast awake to make this dreamland obey
Forsaking others for the chasing prey
I take another draught, fates spirit me away

Go go go wicked vertigo
Intoxication is a fur
Worn about stitched arctic shoulders
It sets this melancholy beast to purr

Lost in bliss, the mooring slips

Hyde is high and mighty
In veneration of his role

Dreams amass
Nightmares are rising
Unsympathising
Dreams a massace

I have left bereft the flesh
Sanctuary for the grail of woe

Now suddenly I see
Like innocent breath through a perfumed harem
A gash of lightning tearing ashen skies
Betray the scene
A deathless army, the greatest ever been
Lurks frighteningly silent
Hanging on the fatal call for carnage

Come the awful sundering
The devilment is thundering

fellow travellers tread careful
Hell awaits diethyl dreams
These lush pretence dimensions wean

Come the awful sundering
The devilment is thundering

Seeking ways back to our world
Eldritch curators scheme
Horrord rush upon us as we flee

I plunge on a comet, vomit the sea
Lunge upright to flames advancing on me
Dancing like mardi gras dark company

Dreams amass
Nightmares are rising
Unsympathising
Dreams a massace

I am riding high tonight
In celebration of my role

Dreams amass
Nightmares are rising
Unsympathising
Dreams a massace

I will leave relieved my flesh
Sanctuary for the grail of woe "
The Train Kept a Rollin' (Live),Motorhead,101 Punk & New Wave Anthem,4/15/2013,FALSE,"I was alone, she was a woman
I was a man, I never knew her name
And she was pretty, New York City
Goin' down the hill, going right on you see, and so

I just gotta let it go, now, now
The train kept a-rollin' all night long
Train kept a-rollin' all night long
Train kept a-rollin' all night long
Train kept a-rollin' all night long
Well you see, and so

I just gotta let it go, now, now, yeah

Get it on, cheap little woman get it on
On my way
Get it on, cheap little woman get it on
On my way
Well you see, and ya go
You just gotta let it go, and now, and now

Train kept a-rollin' all night long
Train kept a-rollin' all night long
Train kept a-rollin' all night long
Train kept a-rollin' all night long, you see, and so
I just couldn't let it go, all right"
Siding with the Titans,Cradle Of Filth,The Manticore and Other Horrors - Extended Claws,5/21/2013,FALSE,"Where nature's russet beauty grew the roses of Utpoia
The stench of vented corpses floats abroad
These killing fields will yield to new horizons so Cyclopian
With the advent of our resurrected Lords
Siding with the Titans
Cast into the ancient dark of Tartarus
Below the underworld
These ancient bastards bore their agonies
Or locked in slumbrous nightmares
Twixt the spheres or neath the seas
They slept until the righting of the cosmos set them free
They slept until the blighting of the night sky
Let them loose on you and me
Welcome this return
Titanomachian and Vatican-hearsed
The mass enslavement of a passive universe
In nary a day the earth was burning
Leviathans and Krakens
Colossal horrors rising forth
From oceans spewing Tsunamis
Like heralds of malevolence
Dispensing holocaust
The grandiose ballet
Of death and ravaged flesh
The span of mankind shut down
In one massive shattered fucking breath
A slice of moon thrust a fatal glow
On their cold relentless freedom
From core to crust and conquered pole to pole
Reconfiguring for a fecund second Eden
I had glimpsed this hell before
This twisted fungoid Boschian garden of insanity
An infested nevermore
Rife with delights to annihilate humanity
Gods fell down upon us insects
With world-devouring maws
When nature's empty bounty died
I dreamt this tragic sight
We precognitioner's just tuned the signal to you all
Amplified, the vision fried, pulsing magnetic stars were right
Vast gates drew open
What slathered forth began to fall
Siding with the Titans
I'm siding with the Titans
Siding with the Titans
Our last mistakes to which awake
Past masters, mad and cruel
Shalt witness the explicitness of their rule
But I shall be rewarded
And take my place amidst the black
For what else is there left to do save usher these monsters back?
I welcome this return(turn, turn, turn)
I welcome this return
Mountains of perversion, elder versions and worse
The mass enslavement of a passive universe
In nary a day temples were turning
On judgement day
I'm siding with the Titans
On judgement day
I'm siding with the Titans
On judgement day
I'm siding with the Titans"
Tools of the Trade,Carcass,Necroticism - Descanting the Insalubrious (Full Dynamic Range Edition),1991,TRUE,"Steel skin clips
Forceps, grooved awl, retractors, needles
Gouges and saws
Intestinal clamps, blunt dissectors
Scalpels, pins, toothed directors

Tools of the trade, forceps and blades
Skillfully lathed, for us to maim

Bone levers, spikes, malleable scoops
Plates and chisels, screws and spoons
Drills, respatories, files and durettes
Guillotines, gags and compression forceps
Tools of the trade, ripping the rib-cage
To remissly lustrate, so pleased to maim

Retractors, mallets, rugines and benders
Chisels, rods, sharps and catheters
Trephines, undines, irons and styrups
Depressors, tongues, sterile catgut

Tools of the trade, stainless steel blades
Painstakingly lathed, we're so pleased to maim"
